,question,answer,image_id,answer_idx,tokens,indexed
6182,what is on the top of the counter between the paper cups and the paper boxes,napkin_dispenser,image123,-1,"['what', 'is', 'on', 'the', 'top', 'of', 'the', 'counter', 'between', 'the', 'paper', 'cups', 'and', 'the', 'paper', 'boxes']","[1060, 510, 646, 966, 993, 643, 966, 245, 78, 966, 681, 263, 15, 966, 681, 116, 0, 0, 0, 0]"
6183,what is the object in front of the bathtub,toilet,image696,-1,"['what', 'is', 'the', 'object', 'in', 'front', 'of', 'the', 'bathtub']","[1060, 510, 966, 639, 500, 400, 643, 966, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6184,how many towels hanged,2,image733,-1,"['how', 'many', 'towels', 'hanged']","[474, 588, 999, 441, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6185,what is on the table,"cup, container, tissue",image432,-1,"['what', 'is', 'on', 'the', 'table']","[1060, 510, 646, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6186,what is the largest object,refridgerator,image125,-1,"['what', 'is', 'the', 'largest', 'object']","[1060, 510, 966, 554, 639, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6187,what is the object close to the wall,picture,image1042,-1,"['what', 'is', 'the', 'object', 'close', 'to', 'the', 'wall']","[1060, 510, 966, 639, 196, 984, 966, 1049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6188,what is the largest object,cabinet,image66,-1,"['what', 'is', 'the', 'largest', 'object']","[1060, 510, 966, 554, 639, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6189,what is in front of the towel,stand,image706,-1,"['what', 'is', 'in', 'front', 'of', 'the', 'towel']","[1060, 510, 500, 400, 643, 966, 998, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6190,what is the colour of flowers in the picture,"purple, pink",image975,-1,"['what', 'is', 'the', 'colour', 'of', 'flowers', 'in', 'the', 'picture']","[1060, 510, 966, 211, 643, 380, 500, 966, 703, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6191,what is the left side of the stove,microwave,image770,-1,"['what', 'is', 'the', 'left', 'side', 'of', 'the', 'stove']","[1060, 510, 966, 562, 854, 643, 966, 920, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6192,what is stuck on the wall,photo,image1408,-1,"['what', 'is', 'stuck', 'on', 'the', 'wall']","[1060, 510, 925, 646, 966, 1049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6193,what is the object close to the counter,stove,image776,-1,"['what', 'is', 'the', 'object', 'close', 'to', 'the', 'counter']","[1060, 510, 966, 639, 196, 984, 966, 245, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6194,what is to the right side of the wardrobe,door,image911,-1,"['what', 'is', 'to', 'the', 'right', 'side', 'of', 'the', 'wardrobe']","[1060, 510, 984, 966, 785, 854, 643, 966, 1051, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6195,what is beneath the shelf,carton,image502,-1,"['what', 'is', 'beneath', 'the', 'shelf']","[1060, 510, 75, 966, 842, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6196,what is the object on the floor,floor_mat,image494,-1,"['what', 'is', 'the', 'object', 'on', 'the', 'floor']","[1060, 510, 966, 639, 646, 966, 377, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6197,how many drawers does the dresser have,6,image964,-1,"['how', 'many', 'drawers', 'does', 'the', 'dresser', 'have']","[474, 588, 314, 298, 966, 319, 447, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6198,what colors are the sweatshirts,"pink, blue, black, white",image99,-1,"['what', 'colors', 'are', 'the', 'sweatshirts']","[1060, 210, 26, 966, 934, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6199,what is hanging on the wall above the bed,wall_decoration,image1029,-1,"['what', 'is', 'hanging', 'on', 'the', 'wall', 'above', 'the', 'bed']","[1060, 510, 444, 646, 966, 1049, 5, 966, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6200,what is present on the left corner of the room,storage_rack,image1046,-1,"['what', 'is', 'present', 'on', 'the', 'left', 'corner', 'of', 'the', 'room']","[1060, 510, 748, 646, 966, 562, 240, 643, 966, 796, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6201,what is colour of the sofa,brown,image151,-1,"['what', 'is', 'colour', 'of', 'the', 'sofa']","[1060, 510, 211, 643, 966, 873, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6202,what is the object close to the counter,sink,image708,-1,"['what', 'is', 'the', 'object', 'close', 'to', 'the', 'counter']","[1060, 510, 966, 639, 196, 984, 966, 245, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6203,what is the clothes hanging,scarf,image125,-1,"['what', 'is', 'the', 'clothes', 'hanging']","[1060, 510, 966, 202, 444, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6204,what is behind the chairs,cabinet,image1359,-1,"['what', 'is', 'behind', 'the', 'chairs']","[1060, 510, 70, 966, 178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6205,what is found below the photo,cabinet,image1386,-1,"['what', 'is', 'found', 'below', 'the', 'photo']","[1060, 510, 391, 72, 966, 698, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6206,what is near the backpack,shoe,image150,-1,"['what', 'is', 'near', 'the', 'backpack']","[1060, 510, 623, 966, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6207,how many chairs are there,7,image1341,-1,"['how', 'many', 'chairs', 'are', 'there']","[474, 588, 178, 26, 969, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6208,what are found under the table,chair,image890,-1,"['what', 'are', 'found', 'under', 'the', 'table']","[1060, 26, 391, 1025, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6209,what is behind the drawer,blinds,image987,-1,"['what', 'is', 'behind', 'the', 'drawer']","[1060, 510, 70, 966, 313, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6210,how many doors are there,2,image798,-1,"['how', 'many', 'doors', 'are', 'there']","[474, 588, 309, 26, 969, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6211,what is in front of the lamp,remote_control,image1110,-1,"['what', 'is', 'in', 'front', 'of', 'the', 'lamp']","[1060, 510, 500, 400, 643, 966, 546, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6212,what color are the bookshelves in this picture,brown,image84,-1,"['what', 'color', 'are', 'the', 'bookshelves', 'in', 'this', 'picture']","[1060, 207, 26, 966, 106, 500, 974, 703, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6213,what object is found near the pillow,hair_brush,image922,-1,"['what', 'object', 'is', 'found', 'near', 'the', 'pillow']","[1060, 639, 510, 391, 623, 966, 712, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6214,what is the colour of the wall,blue,image1088,-1,"['what', 'is', 'the', 'colour', 'of', 'the', 'wall']","[1060, 510, 966, 211, 643, 966, 1049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6215,what is near to the curtain,chair,image1241,-1,"['what', 'is', 'near', 'to', 'the', 'curtain']","[1060, 510, 623, 984, 966, 264, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6216,what is on the right side of the keyboard,monitor,image471,-1,"['what', 'is', 'on', 'the', 'right', 'side', 'of', 'the', 'keyboard']","[1060, 510, 646, 966, 785, 854, 643, 966, 529, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6217,what is on the drying stand,clothes,image519,-1,"['what', 'is', 'on', 'the', 'drying', 'stand']","[1060, 510, 646, 966, 324, 900, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6218,what is on the right side of the plastic box,"knife_rack, knife",image775,-1,"['what', 'is', 'on', 'the', 'right', 'side', 'of', 'the', 'plastic', 'box']","[1060, 510, 646, 966, 785, 854, 643, 966, 724, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6219,how many wash basins are there,2,image765,-1,"['how', 'many', 'wash', 'basins', 'are', 'there']","[474, 588, 1053, 51, 26, 969, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6220,what is on bed,bed_sheets,image515,-1,"['what', 'is', 'on', 'bed']","[1060, 510, 646, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6221,what is the object close to the ceiling,light,image783,-1,"['what', 'is', 'the', 'object', 'close', 'to', 'the', 'ceiling']","[1060, 510, 966, 639, 196, 984, 966, 167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6222,how many photos are there,2,image1298,-1,"['how', 'many', 'photos', 'are', 'there']","[474, 588, 701, 26, 969, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6223,what colour is the bed sheet,blue,image527,-1,"['what', 'colour', 'is', 'the', 'bed', 'sheet']","[1060, 211, 510, 966, 62, 840, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6224,what is on the right side of the toy,stand,image943,-1,"['what', 'is', 'on', 'the', 'right', 'side', 'of', 'the', 'toy']","[1060, 510, 646, 966, 785, 854, 643, 966, 1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6225,what is on the window,curtain,image544,-1,"['what', 'is', 'on', 'the', 'window']","[1060, 510, 646, 966, 1072, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6226,what is object found in the left corner,television,image1138,-1,"['what', 'is', 'object', 'found', 'in', 'the', 'left', 'corner']","[1060, 510, 639, 391, 500, 966, 562, 240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6227,what is in the basket,toy,image443,-1,"['what', 'is', 'in', 'the', 'basket']","[1060, 510, 500, 966, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6228,what is behind the ornamental plant,oven,image789,-1,"['what', 'is', 'behind', 'the', 'ornamental', 'plant']","[1060, 510, 70, 966, 658, 722, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6229,what is on the floor,picture,image148,-1,"['what', 'is', 'on', 'the', 'floor']","[1060, 510, 646, 966, 377, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6230,what is on the tv stand,dvds,image163,-1,"['what', 'is', 'on', 'the', 'tv', 'stand']","[1060, 510, 646, 966, 1021, 900, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6231,what is on the wall,mirror,image1382,-1,"['what', 'is', 'on', 'the', 'wall']","[1060, 510, 646, 966, 1049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6232,how many chairs are there,3,image901,-1,"['how', 'many', 'chairs', 'are', 'there']","[474, 588, 178, 26, 969, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6233,what is in front of bed,bag,image525,-1,"['what', 'is', 'in', 'front', 'of', 'bed']","[1060, 510, 500, 400, 643, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6234,what is the object close to the wall above the sink,mirror,image664,-1,"['what', 'is', 'the', 'object', 'close', 'to', 'the', 'wall', 'above', 'the', 'sink']","[1060, 510, 966, 639, 196, 984, 966, 1049, 5, 966, 860, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6235,what are hanged on the wall,photo,image1226,-1,"['what', 'are', 'hanged', 'on', 'the', 'wall']","[1060, 26, 441, 646, 966, 1049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6236,what is on the right side of the chair on the floor,cable_box,image389,-1,"['what', 'is', 'on', 'the', 'right', 'side', 'of', 'the', 'chair', 'on', 'the', 'floor']","[1060, 510, 646, 966, 785, 854, 643, 966, 177, 646, 966, 377, 0, 0, 0, 0, 0, 0, 0, 0]"
6237,what are the objects found to the right of the pillow,"lamp, table",image921,-1,"['what', 'are', 'the', 'objects', 'found', 'to', 'the', 'right', 'of', 'the', 'pillow']","[1060, 26, 966, 640, 391, 984, 966, 785, 643, 966, 712, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6238,what is on the left side rack,cup,image102,-1,"['what', 'is', 'on', 'the', 'left', 'side', 'rack']","[1060, 510, 646, 966, 562, 854, 759, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6239,what is on the table,book,image1162,-1,"['what', 'is', 'on', 'the', 'table']","[1060, 510, 646, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6240,what is stuck on the door,sticker,image1002,-1,"['what', 'is', 'stuck', 'on', 'the', 'door']","[1060, 510, 925, 646, 966, 307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6241,what is in front of the bed,book,image1124,-1,"['what', 'is', 'in', 'front', 'of', 'the', 'bed']","[1060, 510, 500, 400, 643, 966, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6242,how many chairs are,6,image550,-1,"['how', 'many', 'chairs', 'are']","[474, 588, 178, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6243,what is on the night stand,"telephone, lamp, picture",image1075,-1,"['what', 'is', 'on', 'the', 'night', 'stand']","[1060, 510, 646, 966, 629, 900, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6244,what is on the right side of the toilet,door,image689,-1,"['what', 'is', 'on', 'the', 'right', 'side', 'of', 'the', 'toilet']","[1060, 510, 646, 966, 785, 854, 643, 966, 987, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6245,what is the tallest object,stand,image119,-1,"['what', 'is', 'the', 'tallest', 'object']","[1060, 510, 966, 948, 639, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6246,what is on the left side of the sofa,table,image1337,-1,"['what', 'is', 'on', 'the', 'left', 'side', 'of', 'the', 'sofa']","[1060, 510, 646, 966, 562, 854, 643, 966, 873, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6247,what objects are on the table,"pen, pen_stand, box",image1134,-1,"['what', 'objects', 'are', 'on', 'the', 'table']","[1060, 640, 26, 646, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6248,what is there on the floor in front of the bed,floor_mat,image1030,-1,"['what', 'is', 'there', 'on', 'the', 'floor', 'in', 'front', 'of', 'the', 'bed']","[1060, 510, 969, 646, 966, 377, 500, 400, 643, 966, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6249,what is on the left side of the mat,book,image551,-1,"['what', 'is', 'on', 'the', 'left', 'side', 'of', 'the', 'mat']","[1060, 510, 646, 966, 562, 854, 643, 966, 593, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6250,what is found right to the bed,table,image1140,-1,"['what', 'is', 'found', 'right', 'to', 'the', 'bed']","[1060, 510, 391, 785, 984, 966, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6251,what is on the left side of the stove,oven,image837,-1,"['what', 'is', 'on', 'the', 'left', 'side', 'of', 'the', 'stove']","[1060, 510, 646, 966, 562, 854, 643, 966, 920, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6252,what is under the computer table,garbage_bin,image337,-1,"['what', 'is', 'under', 'the', 'computer', 'table']","[1060, 510, 1025, 966, 219, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6253,what is on the right side of the clothes,door,image678,-1,"['what', 'is', 'on', 'the', 'right', 'side', 'of', 'the', 'clothes']","[1060, 510, 646, 966, 785, 854, 643, 966, 202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6254,what is stuck on the wall,photo,image1385,-1,"['what', 'is', 'stuck', 'on', 'the', 'wall']","[1060, 510, 925, 646, 966, 1049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6255,how many pens are on the table,3,image645,-1,"['how', 'many', 'pens', 'are', 'on', 'the', 'table']","[474, 588, 691, 26, 646, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6256,what are the things on the cabinet,"lamp, photo, toy",image1349,-1,"['what', 'are', 'the', 'things', 'on', 'the', 'cabinet']","[1060, 26, 966, 971, 646, 966, 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6257,what is on the right side of the kitchen counter close to the wall,scale,image263,-1,"['what', 'is', 'on', 'the', 'right', 'side', 'of', 'the', 'kitchen', 'counter', 'close', 'to', 'the', 'wall']","[1060, 510, 646, 966, 785, 854, 643, 966, 536, 245, 196, 984, 966, 1049, 0, 0, 0, 0, 0, 0]"
6258,what is on the right side of the switch board,door,image1403,-1,"['what', 'is', 'on', 'the', 'right', 'side', 'of', 'the', 'switch', 'board']","[1060, 510, 646, 966, 785, 854, 643, 966, 935, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6259,what is on the television stand,"picture, decorative_item",image165,-1,"['what', 'is', 'on', 'the', 'television', 'stand']","[1060, 510, 646, 966, 960, 900, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6260,what is in front of the wall,chair,image391,-1,"['what', 'is', 'in', 'front', 'of', 'the', 'wall']","[1060, 510, 500, 400, 643, 966, 1049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6261,what is found in front of the mirror on the left top,light,image659,-1,"['what', 'is', 'found', 'in', 'front', 'of', 'the', 'mirror', 'on', 'the', 'left', 'top']","[1060, 510, 391, 500, 400, 643, 966, 604, 646, 966, 562, 993, 0, 0, 0, 0, 0, 0, 0, 0]"
6262,where are the letters kept,letter_stand,image1301,-1,"['where', 'are', 'the', 'letters', 'kept']","[1063, 26, 966, 567, 526, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6263,what color is the window shutter,white,image280,-1,"['what', 'color', 'is', 'the', 'window', 'shutter']","[1060, 207, 510, 966, 1072, 852, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6264,what is the colour of the wall on the right side of the black stand,purple,image90,-1,"['what', 'is', 'the', 'colour', 'of', 'the', 'wall', 'on', 'the', 'right', 'side', 'of', 'the', 'black', 'stand']","[1060, 510, 966, 211, 643, 966, 1049, 646, 966, 785, 854, 643, 966, 90, 900, 0, 0, 0, 0, 0]"
6265,how many mirrors are there,2,image687,-1,"['how', 'many', 'mirrors', 'are', 'there']","[474, 588, 605, 26, 969, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6266,what is to the right of the photo,mirror,image1270,-1,"['what', 'is', 'to', 'the', 'right', 'of', 'the', 'photo']","[1060, 510, 984, 966, 785, 643, 966, 698, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6267,what color is the table below the black chandelier,white,image249,-1,"['what', 'color', 'is', 'the', 'table', 'below', 'the', 'black', 'chandelier']","[1060, 207, 510, 966, 944, 72, 966, 90, 180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6268,what is on the right side of the blinds,door,image783,-1,"['what', 'is', 'on', 'the', 'right', 'side', 'of', 'the', 'blinds']","[1060, 510, 646, 966, 785, 854, 643, 966, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6269,what is in front of the bookshelf,tray,image1156,-1,"['what', 'is', 'in', 'front', 'of', 'the', 'bookshelf']","[1060, 510, 500, 400, 643, 966, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6270,what is on the right side of the picture,door,image1385,-1,"['what', 'is', 'on', 'the', 'right', 'side', 'of', 'the', 'picture']","[1060, 510, 646, 966, 785, 854, 643, 966, 703, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6271,what is on the right side of the cream tube,curtain,image692,-1,"['what', 'is', 'on', 'the', 'right', 'side', 'of', 'the', 'cream', 'tube']","[1060, 510, 646, 966, 785, 854, 643, 966, 255, 1016, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6272,what is on the left side of the papers on the table,tissue_box,image373,-1,"['what', 'is', 'on', 'the', 'left', 'side', 'of', 'the', 'papers', 'on', 'the', 'table']","[1060, 510, 646, 966, 562, 854, 643, 966, 682, 646, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0]"
6273,what are the objects kept on the rack,books,image89,-1,"['what', 'are', 'the', 'objects', 'kept', 'on', 'the', 'rack']","[1060, 26, 966, 640, 526, 646, 966, 759, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6274,what is on the wall near the door,toy_shelf,image437,-1,"['what', 'is', 'on', 'the', 'wall', 'near', 'the', 'door']","[1060, 510, 646, 966, 1049, 623, 966, 307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6275,what object is found on the burner,cooking_pan,image908,-1,"['what', 'object', 'is', 'found', 'on', 'the', 'burner']","[1060, 639, 510, 391, 646, 966, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6276,what is in front of the switch board,coffee_machine,image780,-1,"['what', 'is', 'in', 'front', 'of', 'the', 'switch', 'board']","[1060, 510, 500, 400, 643, 966, 935, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6277,what is above the board,picture,image290,-1,"['what', 'is', 'above', 'the', 'board']","[1060, 510, 5, 966, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6278,what is above the table,mirror,image1270,-1,"['what', 'is', 'above', 'the', 'table']","[1060, 510, 5, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6279,what is the colour of wall,white,image724,-1,"['what', 'is', 'the', 'colour', 'of', 'wall']","[1060, 510, 966, 211, 643, 1049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6280,what is hanged before the window,blinds,image1373,-1,"['what', 'is', 'hanged', 'before', 'the', 'window']","[1060, 510, 441, 69, 966, 1072, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6281,what is the object on the floor right of the table,lamp,image52,-1,"['what', 'is', 'the', 'object', 'on', 'the', 'floor', 'right', 'of', 'the', 'table']","[1060, 510, 966, 639, 646, 966, 377, 785, 643, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6282,what are the colours of the furnitures,"brown, gray",image1253,-1,"['what', 'are', 'the', 'colours', 'of', 'the', 'furnitures']","[1060, 26, 966, 213, 643, 966, 406, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6283,what is the object found the right side,refridgerator,image807,-1,"['what', 'is', 'the', 'object', 'found', 'the', 'right', 'side']","[1060, 510, 966, 639, 391, 966, 785, 854, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6284,how many chairs are there,2,image1294,-1,"['how', 'many', 'chairs', 'are', 'there']","[474, 588, 178, 26, 969, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6285,what is on the table,vase,image166,-1,"['what', 'is', 'on', 'the', 'table']","[1060, 510, 646, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6286,what is to right of toilet,sink,image701,-1,"['what', 'is', 'to', 'right', 'of', 'toilet']","[1060, 510, 984, 785, 643, 987, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6287,what is the shower room made up of,glass,image680,-1,"['what', 'is', 'the', 'shower', 'room', 'made', 'up', 'of']","[1060, 510, 966, 851, 796, 581, 1027, 643, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6288,how many small drawers are there,3,image1043,-1,"['how', 'many', 'small', 'drawers', 'are', 'there']","[474, 588, 866, 314, 26, 969, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6289,what is the object under the table,garbage_bin,image1137,-1,"['what', 'is', 'the', 'object', 'under', 'the', 'table']","[1060, 510, 966, 639, 1025, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6290,how many ovens are there,1,image780,-1,"['how', 'many', 'ovens', 'are', 'there']","[474, 588, 668, 26, 969, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6291,what is on the left side of the bed,night_stand,image537,-1,"['what', 'is', 'on', 'the', 'left', 'side', 'of', 'the', 'bed']","[1060, 510, 646, 966, 562, 854, 643, 966, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
6292,what is the colour of the lamp,purple,image762,-1,"['what', 'is', 'the', 'colour', 'of', 'the', 'lamp']","[1060, 510, 966, 211, 643, 966, 546, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
